"Input number 35655 with intial rewrite term caaababbabaaabbbd
Generated final number 3 with final rewrite term cbd
Number of steps: 1878  Number of array doubles: 1"
Term	Number
caaaabbbbbabbaaabbabagbd	6677153
caaaabbbbbabbaaabbabfabd	6677153
caaaabbbbbabbaaabbagaabd	6677153
caaaabbbbbabbaaabbfaaabd	6677153
caaaabbbbbabbaaabgaaaabd	6677153
caaaabbbbbabbaaagbaaaabd	6677153
caaaabbbbbabbaafabaaaabd	6677153
caaaabbbbbabbaebabaaaabd	6677153
caaaabbbbbabbeababaaaabd	6677153
caaaabbbbbabfbababaaaabd	6677153
caaaabbbbbagabababaaaabd	6677153
caaaabbbbbfaabababaaaabd	6677153
caaaabbbbgaaabababaaaabd	6677153
caaaabbbgbaaabababaaaabd	6677153
caaaabbgbbaaabababaaaabd	6677153
caaaabgbbbaaabababaaaabd	6677153
caaaagbbbbaaabababaaaabd	6677153
caaafabbbbaaabababaaaabd	6677153
caaebabbbbaaabababaaaabd	6677153
caeababbbbaaabababaaaabd	6677153
ceaababbbbaaabababaaaabd	6677153
cbaababbbbaaabababaaaabd	6677153
cbaababbbbaaabababaaebd	5007865
cbaababbbbaaabababaeabd	5007865
cbaababbbbaaabababeaabd	5007865
cbaababbbbaaababafbaabd	5007865
cbaababbbbaaababebbaabd	5007865
cbaababbbbaaabafbbbaabd	5007865
cbaababbbbaaabebbbbaabd	5007865
cbaababbbbaaafbbbbbaabd	5007865
cbaababbbbaaebbbbbbaabd	5007865
cbaababbbbaeabbbbbbaabd	5007865
cbaababbbbeaabbbbbbaabd	5007865
cbaababbbfbaabbbbbbaabd	5007865
cbaababbgabaabbbbbbaabd	5007865
cbaababgbabaabbbbbbaabd	5007865
cbaabagbbabaabbbbbbaabd	5007865
cbaabfabbabaabbbbbbaabd	5007865
cbaagaabbabaabbbbbbaabd	5007865
cbafaaabbabaabbbbbbaabd	5007865
cbebaaabbabaabbbbbbaabd	5007865
cfbbaaabbabaabbbbbbaabd	5007865
caabbaaabbabaabbbbbbaabd	5007865
caabbaaabbabaabbbbbbebd	3755899
caabbaaabbabaabbbbbfbbd	3755899
caabbaaabbabaabbbbgabbd	3755899
caabbaaabbabaabbbgbabbd	3755899
caabbaaabbabaabbgbbabbd	3755899
caabbaaabbabaabgbbbabbd	3755899
caabbaaabbabaagbbbbabbd	3755899
caabbaaabbabafabbbbabbd	3755899
caabbaaabbabebabbbbabbd	3755899
caabbaaabbafbbabbbbabbd	3755899
caabbaaabbebbbabbbbabbd	3755899
caabbaaabfbbbbabbbbabbd	3755899
caabbaaagabbbbabbbbabbd	3755899
caabbaafaabbbbabbbbabbd	3755899
caabbaebaabbbbabbbbabbd	3755899
caabbeabaabbbbabbbbabbd	3755899
caabfbabaabbbbabbbbabbd	3755899
caagababaabbbbabbbbabbd	3755899
cafaababaabbbbabbbbabbd	3755899
cebaababaabbbbabbbbabbd	3755899
cbbaababaabbbbabbbbabbd	3755899
cbbaababaabbbbabbbbagbd	5633849
cbbaababaabbbbabbbbfabd	5633849
cbbaababaabbbbabbbgaabd	5633849
cbbaababaabbbbabbgbaabd	5633849
cbbaababaabbbbabgbbaabd	5633849
cbbaababaabbbbagbbbaabd	5633849
cbbaababaabbbbfabbbaabd	5633849
cbbaababaabbbgaabbbaabd	5633849
cbbaababaabbgbaabbbaabd	5633849
cbbaababaabgbbaabbbaabd	5633849
cbbaababaagbbbaabbbaabd	5633849
cbbaababafabbbaabbbaabd	5633849
cbbaababebabbbaabbbaabd	5633849
cbbaabafbbabbbaabbbaabd	5633849
