"Input number 9124174 with intial rewrite term caaababbaabbbaababaabbbad
Generated final number 106646868445 with final rewrite term cbaaabbababaababaabbaaaabaaabbbabbbabd
Number of steps: 1784  Number of array doubles: 0"
Term	Number
cabaaabbaabaaaaaaaabbbabbbbfabbbd	4105186535
cabaaabbaabaaaaaaaabbbabbbgaabbbd	4105186535
cabaaabbaabaaaaaaaabbbabbgbaabbbd	4105186535
cabaaabbaabaaaaaaaabbbabgbbaabbbd	4105186535
cabaaabbaabaaaaaaaabbbagbbbaabbbd	4105186535
cabaaabbaabaaaaaaaabbbfabbbaabbbd	4105186535
cabaaabbaabaaaaaaaabbgaabbbaabbbd	4105186535
cabaaabbaabaaaaaaaabgbaabbbaabbbd	4105186535
cabaaabbaabaaaaaaaagbbaabbbaabbbd	4105186535
cabaaabbaabaaaaaaafabbaabbbaabbbd	4105186535
cabaaabbaabaaaaaaebabbaabbbaabbbd	4105186535
cabaaabbaabaaaaaeababbaabbbaabbbd	4105186535
cabaaabbaabaaaaeaababbaabbbaabbbd	4105186535
cabaaabbaabaaaeaaababbaabbbaabbbd	4105186535
cabaaabbaabaaeaaaababbaabbbaabbbd	4105186535
cabaaabbaabaeaaaaababbaabbbaabbbd	4105186535
cabaaabbaabeaaaaaababbaabbbaabbbd	4105186535
cabaaabbaafbaaaaaababbaabbbaabbbd	4105186535
cabaaabbaebbaaaaaababbaabbbaabbbd	4105186535
cabaaabbeabbaaaaaababbaabbbaabbbd	4105186535
cabaaabfbabbaaaaaababbaabbbaabbbd	4105186535
cabaaagababbaaaaaababbaabbbaabbbd	4105186535
cabaafaababbaaaaaababbaabbbaabbbd	4105186535
cabaebaababbaaaaaababbaabbbaabbbd	4105186535
cabeabaababbaaaaaababbaabbbaabbbd	4105186535
cafbabaababbaaaaaababbaabbbaabbbd	4105186535
cebbabaababbaaaaaababbaabbbaabbbd	4105186535
cbbbabaababbaaaaaababbaabbbaabbbd	4105186535
cbbbabaababbaaaaaababbaabbbaabbgd	6157779803
cbbbabaababbaaaaaababbaabbbaabgbd	6157779803
cbbbabaababbaaaaaababbaabbbaagbbd	6157779803
cbbbabaababbaaaaaababbaabbbafabbd	6157779803
cbbbabaababbaaaaaababbaabbbebabbd	6157779803
cbbbabaababbaaaaaababbaabbfbbabbd	6157779803
cbbbabaababbaaaaaababbaabgabbabbd	6157779803
cbbbabaababbaaaaaababbaagbabbabbd	6157779803
cbbbabaababbaaaaaababbafababbabbd	6157779803
cbbbabaababbaaaaaababbebababbabbd	6157779803
cbbbabaababbaaaaaababfbbababbabbd	6157779803
cbbbabaababbaaaaaabagabbababbabbd	6157779803
cbbbabaababbaaaaaabfaabbababbabbd	6157779803
cbbbabaababbaaaaaagaaabbababbabbd	6157779803
cbbbabaababbaaaaafaaaabbababbabbd	6157779803
cbbbabaababbaaaaebaaaabbababbabbd	6157779803
cbbbabaababbaaaeabaaaabbababbabbd	6157779803
cbbbabaababbaaeaabaaaabbababbabbd	6157779803
cbbbabaababbaeaaabaaaabbababbabbd	6157779803
cbbbabaababbeaaaabaaaabbababbabbd	6157779803
cbbbabaababfbaaaabaaaabbababbabbd	6157779803
cbbbabaabagabaaaabaaaabbababbabbd	6157779803
cbbbabaabfaabaaaabaaaabbababbabbd	6157779803
cbbbabaagaaabaaaabaaaabbababbabbd	6157779803
cbbbabafaaaabaaaabaaaabbababbabbd	6157779803
cbbbabebaaaabaaaabaaaabbababbabbd	6157779803
cbbbafbbaaaabaaaabaaaabbababbabbd	6157779803
cbbbebbbaaaabaaaabaaaabbababbabbd	6157779803
cbbfbbbbaaaabaaaabaaaabbababbabbd	6157779803
cbgabbbbaaaabaaaabaaaabbababbabbd	6157779803
cgbabbbbaaaabaaaabaaaabbababbabbd	6157779803
cabbabbbbaaaabaaaabaaaabbababbabbd	6157779803
cabbabbbbaaaabaaaabaaaabbababbabgd	9236669705
cabbabbbbaaaabaaaabaaaabbababbagbd	9236669705
cabbabbbbaaaabaaaabaaaabbababbfabd	9236669705
cabbabbbbaaaabaaaabaaaabbababgaabd	9236669705
cabbabbbbaaaabaaaabaaaabbabagbaabd	9236669705
cabbabbbbaaaabaaaabaaaabbabfabaabd	9236669705
cabbabbbbaaaabaaaabaaaabbagaabaabd	9236669705
cabbabbbbaaaabaaaabaaaabbfaaabaabd	9236669705
cabbabbbbaaaabaaaabaaaabgaaaabaabd	9236669705
cabbabbbbaaaabaaaabaaaagbaaaabaabd	9236669705
cabbabbbbaaaabaaaabaaafabaaaabaabd	9236669705
cabbabbbbaaaabaaaabaaebabaaaabaabd	9236669705
cabbabbbbaaaabaaaabaeababaaaabaabd	9236669705
cabbabbbbaaaabaaaabeaababaaaabaabd	9236669705
cabbabbbbaaaabaaaafbaababaaaabaabd	9236669705
cabbabbbbaaaabaaaebbaababaaaabaabd	9236669705
cabbabbbbaaaabaaeabbaababaaaabaabd	9236669705
cabbabbbbaaaabaeaabbaababaaaabaabd	9236669705
cabbabbbbaaaabeaaabbaababaaaabaabd	9236669705
cabbabbbbaaaafbaaabbaababaaaabaabd	9236669705
cabbabbbbaaaebbaaabbaababaaaabaabd	9236669705
cabbabbbbaaeabbaaabbaababaaaabaabd	9236669705
cabbabbbbaeaabbaaabbaababaaaabaabd	9236669705
cabbabbbbeaaabbaaabbaababaaaabaabd	9236669705
cabbabbbfbaaabbaaabbaababaaaabaabd	9236669705
cabbabbgabaaabbaaabbaababaaaabaabd	9236669705
cabbabgbabaaabbaaabbaababaaaabaabd	9236669705
cabbagbbabaaabbaaabbaababaaaabaabd	9236669705
cabbfabbabaaabbaaabbaababaaaabaabd	9236669705
cabgaabbabaaabbaaabbaababaaaabaabd	9236669705
cagbaabbabaaabbaaabbaababaaaabaabd	9236669705
cfabaabbabaaabbaaabbaababaaaabaabd	9236669705
caaabaabbabaaabbaaabbaababaaaabaabd	9236669705
caaabaabbabaaabbaaabbaababaaaabaagd	13855004558
caaabaabbabaaabbaaabbaababaaaabafad	13855004558
caaabaabbabaaabbaaabbaababaaaabebad	13855004558
caaabaabbabaaabbaaabbaababaaaafbbad	13855004558
caaabaabbabaaabbaaabbaababaaaebbbad	13855004558
caaabaabbabaaabbaaabbaababaaeabbbad	13855004558
caaabaabbabaaabbaaabbaababaeaabbbad	13855004558
caaabaabbabaaabbaaabbaababeaaabbbad	13855004558
caaabaabbabaaabbaaabbaabafbaaabbbad	13855004558
caaabaabbabaaabbaaabbaabebbaaabbbad	13855004558
caaabaabbabaaabbaaabbaafbbbaaabbbad	13855004558
caaabaabbabaaabbaaabbaebbbbaaabbbad	13855004558
caaabaabbabaaabbaaabbeabbbbaaabbbad	13855004558
caaabaabbabaaabbaaabfbabbbbaaabbbad	13855004558
caaabaabbabaaabbaaagababbbbaaabbbad	13855004558
caaabaabbabaaabbaafaababbbbaaabbbad	13855004558
caaabaabbabaaabbaebaababbbbaaabbbad	13855004558
caaabaabbabaaabbeabaababbbbaaabbbad	13855004558
caaabaabbabaaabfbabaababbbbaaabbbad	13855004558
caaabaabbabaaagababaababbbbaaabbbad	13855004558
caaabaabbabaafaababaababbbbaaabbbad	13855004558
caaabaabbabaebaababaababbbbaaabbbad	13855004558
caaabaabbabeabaababaababbbbaaabbbad	13855004558
caaabaabbafbabaababaababbbbaaabbbad	13855004558
caaabaabbebbabaababaababbbbaaabbbad	13855004558
caaabaabfbbbabaababaababbbbaaabbbad	13855004558
caaabaagabbbabaababaababbbbaaabbbad	13855004558
caaabafaabbbabaababaababbbbaaabbbad	13855004558
caaabebaabbbabaababaababbbbaaabbbad	13855004558
caaafbbaabbbabaababaababbbbaaabbbad	13855004558
caaebbbaabbbabaababaababbbbaaabbbad	13855004558
caeabbbaabbbabaababaababbbbaaabbbad	13855004558
ceaabbbaabbbabaababaababbbbaaabbbad	13855004558
cbaabbbaabbbabaababaababbbbaaabbbad	13855004558
cbaabbbaabbbabaababaababbbbaaabbbd	6927502279
cbaabbbaabbbabaababaababbbbaaabbgd	10391253419
cbaabbbaabbbabaababaababbbbaaabgbd	10391253419
cbaabbbaabbbabaababaababbbbaaagbbd	10391253419
cbaabbbaabbbabaababaababbbbaafabbd	10391253419
cbaabbbaabbbabaababaababbbbaebabbd	10391253419
cbaabbbaabbbabaababaababbbbeababbd	10391253419
cbaabbbaabbbabaababaababbbfbababbd	10391253419
cbaabbbaabbbabaababaababbgabababbd	10391253419
cbaabbbaabbbabaababaababgbabababbd	10391253419
cbaabbbaabbbabaababaabagbbabababbd	10391253419
cbaabbbaabbbabaababaabfabbabababbd	10391253419
cbaabbbaabbbabaababaagaabbabababbd	10391253419
cbaabbbaabbbabaababafaaabbabababbd	10391253419
cbaabbbaabbbabaababebaaabbabababbd	10391253419
cbaabbbaabbbabaabafbbaaabbabababbd	10391253419
cbaabbbaabbbabaabebbbaaabbabababbd	10391253419
cbaabbbaabbbabaafbbbbaaabbabababbd	10391253419
cbaabbbaabbbabaebbbbbaaabbabababbd	10391253419
cbaabbbaabbbabeabbbbbaaabbabababbd	10391253419
cbaabbbaabbbafbabbbbbaaabbabababbd	10391253419
cbaabbbaabbbebbabbbbbaaabbabababbd	10391253419
cbaabbbaabbfbbbabbbbbaaabbabababbd	10391253419
cbaabbbaabgabbbabbbbbaaabbabababbd	10391253419
cbaabbbaagbabbbabbbbbaaabbabababbd	10391253419
cbaabbbafababbbabbbbbaaabbabababbd	10391253419
cbaabbbebababbbabbbbbaaabbabababbd	10391253419
cbaabbfbbababbbabbbbbaaabbabababbd	10391253419
cbaabgabbababbbabbbbbaaabbabababbd	10391253419
cbaagbabbababbbabbbbbaaabbabababbd	10391253419
cbafababbababbbabbbbbaaabbabababbd	10391253419
cbebababbababbbabbbbbaaabbabababbd	10391253419
cfbbababbababbbabbbbbaaabbabababbd	10391253419
caabbababbababbbabbbbbaaabbabababbd	10391253419
caabbababbababbbabbbbbaaabbabababgd	15586880129
caabbababbababbbabbbbbaaabbababagbd	15586880129
caabbababbababbbabbbbbaaabbababfabd	15586880129
caabbababbababbbabbbbbaaabbabagaabd	15586880129
caabbababbababbbabbbbbaaabbabfaaabd	15586880129
caabbababbababbbabbbbbaaabbagaaaabd	15586880129
caabbababbababbbabbbbbaaabbfaaaaabd	15586880129
caabbababbababbbabbbbbaaabgaaaaaabd	15586880129
caabbababbababbbabbbbbaaagbaaaaaabd	15586880129
caabbababbababbbabbbbbaafabaaaaaabd	15586880129
caabbababbababbbabbbbbaebabaaaaaabd	15586880129
caabbababbababbbabbbbbeababaaaaaabd	15586880129
caabbababbababbbabbbbfbababaaaaaabd	15586880129
caabbababbababbbabbbgabababaaaaaabd	15586880129
caabbababbababbbabbgbabababaaaaaabd	15586880129
caabbababbababbbabgbbabababaaaaaabd	15586880129
caabbababbababbbagbbbabababaaaaaabd	15586880129
caabbababbababbbfabbbabababaaaaaabd	15586880129
caabbababbababbgaabbbabababaaaaaabd	15586880129
caabbababbababgbaabbbabababaaaaaabd	15586880129
caabbababbabagbbaabbbabababaaaaaabd	15586880129
caabbababbabfabbaabbbabababaaaaaabd	15586880129
caabbababbagaabbaabbbabababaaaaaabd	15586880129
caabbababbfaaabbaabbbabababaaaaaabd	15586880129
caabbababgaaaabbaabbbabababaaaaaabd	15586880129
caabbabagbaaaabbaabbbabababaaaaaabd	15586880129
caabbabfabaaaabbaabbbabababaaaaaabd	15586880129
caabbagaabaaaabbaabbbabababaaaaaabd	15586880129
caabbfaaabaaaabbaabbbabababaaaaaabd	15586880129
caabgaaaabaaaabbaabbbabababaaaaaabd	15586880129
caagbaaaabaaaabbaabbbabababaaaaaabd	15586880129
cafabaaaabaaaabbaabbbabababaaaaaabd	15586880129
cebabaaaabaaaabbaabbbabababaaaaaabd	15586880129
cbbabaaaabaaaabbaabbbabababaaaaaabd	15586880129
cbbabaaaabaaaabbaabbbabababaaaaaagd	23380320194
cbbabaaaabaaaabbaabbbabababaaaaafad	23380320194
cbbabaaaabaaaabbaabbbabababaaaaebad	23380320194
cbbabaaaabaaaabbaabbbabababaaaeabad	23380320194
cbbabaaaabaaaabbaabbbabababaaeaabad	23380320194
cbbabaaaabaaaabbaabbbabababaeaaabad	23380320194
cbbabaaaabaaaabbaabbbabababeaaaabad	23380320194
cbbabaaaabaaaabbaabbbababafbaaaabad	23380320194
cbbabaaaabaaaabbaabbbababebbaaaabad	23380320194
cbbabaaaabaaaabbaabbbabafbbbaaaabad	23380320194
cbbabaaaabaaaabbaabbbabebbbbaaaabad	23380320194
cbbabaaaabaaaabbaabbbafbbbbbaaaabad	23380320194
cbbabaaaabaaaabbaabbbebbbbbbaaaabad	23380320194
cbbabaaaabaaaabbaabbfbbbbbbbaaaabad	23380320194
cbbabaaaabaaaabbaabgabbbbbbbaaaabad	23380320194
cbbabaaaabaaaabbaagbabbbbbbbaaaabad	23380320194
cbbabaaaabaaaabbafababbbbbbbaaaabad	23380320194
cbbabaaaabaaaabbebababbbbbbbaaaabad	23380320194
cbbabaaaabaaaabfbbababbbbbbbaaaabad	23380320194
cbbabaaaabaaaagabbababbbbbbbaaaabad	23380320194
cbbabaaaabaaafaabbababbbbbbbaaaabad	23380320194
cbbabaaaabaaebaabbababbbbbbbaaaabad	23380320194
cbbabaaaabaeabaabbababbbbbbbaaaabad	23380320194
cbbabaaaabeaabaabbababbbbbbbaaaabad	23380320194
cbbabaaaafbaabaabbababbbbbbbaaaabad	23380320194
cbbabaaaebbaabaabbababbbbbbbaaaabad	23380320194
cbbabaaeabbaabaabbababbbbbbbaaaabad	23380320194
cbbabaeaabbaabaabbababbbbbbbaaaabad	23380320194
cbbabeaaabbaabaabbababbbbbbbaaaabad	23380320194
cbbafbaaabbaabaabbababbbbbbbaaaabad	23380320194
cbbebbaaabbaabaabbababbbbbbbaaaabad	23380320194
cbfbbbaaabbaabaabbababbbbbbbaaaabad	23380320194
cgabbbaaabbaabaabbababbbbbbbaaaabad	23380320194
cababbbaaabbaabaabbababbbbbbbaaaabad	23380320194
cababbbaaabbaabaabbababbbbbbbaaaabd	11690160097
cababbbaaabbaabaabbababbbbbbbaaaagd	17535240146
cababbbaaabbaabaabbababbbbbbbaaafad	17535240146
cababbbaaabbaabaabbababbbbbbbaaebad	17535240146
cababbbaaabbaabaabbababbbbbbbaeabad	17535240146
cababbbaaabbaabaabbababbbbbbbeaabad	17535240146
cababbbaaabbaabaabbababbbbbbfbaabad	17535240146
cababbbaaabbaabaabbababbbbbgabaabad	17535240146
cababbbaaabbaabaabbababbbbgbabaabad	17535240146
cababbbaaabbaabaabbababbbgbbabaabad	17535240146
cababbbaaabbaabaabbababbgbbbabaabad	17535240146
cababbbaaabbaabaabbababgbbbbabaabad	17535240146
cababbbaaabbaabaabbabagbbbbbabaabad	17535240146
cababbbaaabbaabaabbabfabbbbbabaabad	17535240146
cababbbaaabbaabaabbagaabbbbbabaabad	17535240146
cababbbaaabbaabaabbfaaabbbbbabaabad	17535240146
cababbbaaabbaabaabgaaaabbbbbabaabad	17535240146
cababbbaaabbaabaagbaaaabbbbbabaabad	17535240146
cababbbaaabbaabafabaaaabbbbbabaabad	17535240146
cababbbaaabbaabebabaaaabbbbbabaabad	17535240146
cababbbaaabbaafbbabaaaabbbbbabaabad	17535240146
cababbbaaabbaebbbabaaaabbbbbabaabad	17535240146
cababbbaaabbeabbbabaaaabbbbbabaabad	17535240146
cababbbaaabfbabbbabaaaabbbbbabaabad	17535240146
cababbbaaagababbbabaaaabbbbbabaabad	17535240146
cababbbaafaababbbabaaaabbbbbabaabad	17535240146
cababbbaebaababbbabaaaabbbbbabaabad	17535240146
cababbbeabaababbbabaaaabbbbbabaabad	17535240146
cababbfbabaababbbabaaaabbbbbabaabad	17535240146
cababgababaababbbabaaaabbbbbabaabad	17535240146
cabagbababaababbbabaaaabbbbbabaabad	17535240146
cabfabababaababbbabaaaabbbbbabaabad	17535240146
cagaabababaababbbabaaaabbbbbabaabad	17535240146
cfaaabababaababbbabaaaabbbbbabaabad	17535240146
caaaaabababaababbbabaaaabbbbbabaabad	17535240146
caaaaabababaababbbabaaaabbbbbabaabd	8767620073
caaaaabababaababbbabaaaabbbbbabaagd	13151430110
caaaaabababaababbbabaaaabbbbbabafad	13151430110
caaaaabababaababbbabaaaabbbbbabebad	13151430110
caaaaabababaababbbabaaaabbbbbafbbad	13151430110
caaaaabababaababbbabaaaabbbbbebbbad	13151430110
caaaaabababaababbbabaaaabbbbfbbbbad	13151430110
caaaaabababaababbbabaaaabbbgabbbbad	13151430110
caaaaabababaababbbabaaaabbgbabbbbad	13151430110
caaaaabababaababbbabaaaabgbbabbbbad	13151430110
caaaaabababaababbbabaaaagbbbabbbbad	13151430110
caaaaabababaababbbabaaafabbbabbbbad	13151430110
caaaaabababaababbbabaaebabbbabbbbad	13151430110
caaaaabababaababbbabaeababbbabbbbad	13151430110
caaaaabababaababbbabeaababbbabbbbad	13151430110
caaaaabababaababbbafbaababbbabbbbad	13151430110
caaaaabababaababbbebbaababbbabbbbad	13151430110
caaaaabababaababbfbbbaababbbabbbbad	13151430110
caaaaabababaababgabbbaababbbabbbbad	13151430110
caaaaabababaabagbabbbaababbbabbbbad	13151430110
caaaaabababaabfababbbaababbbabbbbad	13151430110
caaaaabababaagaababbbaababbbabbbbad	13151430110
caaaaabababafaaababbbaababbbabbbbad	13151430110
caaaaabababebaaababbbaababbbabbbbad	13151430110
caaaaababafbbaaababbbaababbbabbbbad	13151430110
caaaaababebbbaaababbbaababbbabbbbad	13151430110
caaaaabafbbbbaaababbbaababbbabbbbad	13151430110
caaaaabebbbbbaaababbbaababbbabbbbad	13151430110
caaaaafbbbbbbaaababbbaababbbabbbbad	13151430110
caaaaebbbbbbbaaababbbaababbbabbbbad	13151430110
caaaeabbbbbbbaaababbbaababbbabbbbad	13151430110
caaeaabbbbbbbaaababbbaababbbabbbbad	13151430110
caeaaabbbbbbbaaababbbaababbbabbbbad	13151430110
ceaaaabbbbbbbaaababbbaababbbabbbbad	13151430110
cbaaaabbbbbbbaaababbbaababbbabbbbad	13151430110
cbaaaabbbbbbbaaababbbaababbbabbbbd	6575715055
cbaaaabbbbbbbaaababbbaababbbabbbgd	9863572583
cbaaaabbbbbbbaaababbbaababbbabbgbd	9863572583
cbaaaabbbbbbbaaababbbaababbbabgbbd	9863572583
cbaaaabbbbbbbaaababbbaababbbagbbbd	9863572583
cbaaaabbbbbbbaaababbbaababbbfabbbd	9863572583
cbaaaabbbbbbbaaababbbaababbgaabbbd	9863572583
cbaaaabbbbbbbaaababbbaababgbaabbbd	9863572583
cbaaaabbbbbbbaaababbbaabagbbaabbbd	9863572583
cbaaaabbbbbbbaaababbbaabfabbaabbbd	9863572583
cbaaaabbbbbbbaaababbbaagaabbaabbbd	9863572583
cbaaaabbbbbbbaaababbbafaaabbaabbbd	9863572583
cbaaaabbbbbbbaaababbbebaaabbaabbbd	9863572583
cbaaaabbbbbbbaaababbfbbaaabbaabbbd	9863572583
cbaaaabbbbbbbaaababgabbaaabbaabbbd	9863572583
cbaaaabbbbbbbaaabagbabbaaabbaabbbd	9863572583
cbaaaabbbbbbbaaabfababbaaabbaabbbd	9863572583
cbaaaabbbbbbbaaagaababbaaabbaabbbd	9863572583
cbaaaabbbbbbbaafaaababbaaabbaabbbd	9863572583
cbaaaabbbbbbbaebaaababbaaabbaabbbd	9863572583
cbaaaabbbbbbbeabaaababbaaabbaabbbd	9863572583
cbaaaabbbbbbfbabaaababbaaabbaabbbd	9863572583
cbaaaabbbbbgababaaababbaaabbaabbbd	9863572583
cbaaaabbbbgbababaaababbaaabbaabbbd	9863572583
cbaaaabbbgbbababaaababbaaabbaabbbd	9863572583
cbaaaabbgbbbababaaababbaaabbaabbbd	9863572583
cbaaaabgbbbbababaaababbaaabbaabbbd	9863572583
cbaaaagbbbbbababaaababbaaabbaabbbd	9863572583
cbaaafabbbbbababaaababbaaabbaabbbd	9863572583
cbaaebabbbbbababaaababbaaabbaabbbd	9863572583
cbaeababbbbbababaaababbaaabbaabbbd	9863572583
cbeaababbbbbababaaababbaaabbaabbbd	9863572583
cfbaababbbbbababaaababbaaabbaabbbd	9863572583
caabaababbbbbababaaababbaaabbaabbbd	9863572583
caabaababbbbbababaaababbaaabbaabbgd	14795358875
caabaababbbbbababaaababbaaabbaabgbd	14795358875
caabaababbbbbababaaababbaaabbaagbbd	14795358875
caabaababbbbbababaaababbaaabbafabbd	14795358875
caabaababbbbbababaaababbaaabbebabbd	14795358875
caabaababbbbbababaaababbaaabfbbabbd	14795358875
caabaababbbbbababaaababbaaagabbabbd	14795358875
caabaababbbbbababaaababbaafaabbabbd	14795358875
caabaababbbbbababaaababbaebaabbabbd	14795358875
caabaababbbbbababaaababbeabaabbabbd	14795358875
caabaababbbbbababaaababfbabaabbabbd	14795358875
caabaababbbbbababaaabagababaabbabbd	14795358875
caabaababbbbbababaaabfaababaabbabbd	14795358875
caabaababbbbbababaaagaaababaabbabbd	14795358875
caabaababbbbbababaafaaaababaabbabbd	14795358875
caabaababbbbbababaebaaaababaabbabbd	14795358875
caabaababbbbbababeabaaaababaabbabbd	14795358875
caabaababbbbbabafbabaaaababaabbabbd	14795358875
caabaababbbbbabebbabaaaababaabbabbd	14795358875
caabaababbbbbafbbbabaaaababaabbabbd	14795358875
caabaababbbbbebbbbabaaaababaabbabbd	14795358875
caabaababbbbfbbbbbabaaaababaabbabbd	14795358875
caabaababbbgabbbbbabaaaababaabbabbd	14795358875
caabaababbgbabbbbbabaaaababaabbabbd	14795358875
caabaababgbbabbbbbabaaaababaabbabbd	14795358875
caabaabagbbbabbbbbabaaaababaabbabbd	14795358875
caabaabfabbbabbbbbabaaaababaabbabbd	14795358875
caabaagaabbbabbbbbabaaaababaabbabbd	14795358875
caabafaaabbbabbbbbabaaaababaabbabbd	14795358875
caabebaaabbbabbbbbabaaaababaabbabbd	14795358875
caafbbaaabbbabbbbbabaaaababaabbabbd	14795358875
caebbbaaabbbabbbbbabaaaababaabbabbd	14795358875
ceabbbaaabbbabbbbbabaaaababaabbabbd	14795358875
cbabbbaaabbbabbbbbabaaaababaabbabbd	14795358875
cbabbbaaabbbabbbbbabaaaababaabbabgd	22193038313
cbabbbaaabbbabbbbbabaaaababaabbagbd	22193038313
cbabbbaaabbbabbbbbabaaaababaabbfabd	22193038313
cbabbbaaabbbabbbbbabaaaababaabgaabd	22193038313
cbabbbaaabbbabbbbbabaaaababaagbaabd	22193038313
cbabbbaaabbbabbbbbabaaaababafabaabd	22193038313
cbabbbaaabbbabbbbbabaaaababebabaabd	22193038313
cbabbbaaabbbabbbbbabaaaabafbbabaabd	22193038313
cbabbbaaabbbabbbbbabaaaabebbbabaabd	22193038313
cbabbbaaabbbabbbbbabaaaafbbbbabaabd	22193038313
cbabbbaaabbbabbbbbabaaaebbbbbabaabd	22193038313
cbabbbaaabbbabbbbbabaaeabbbbbabaabd	22193038313
cbabbbaaabbbabbbbbabaeaabbbbbabaabd	22193038313
cbabbbaaabbbabbbbbabeaaabbbbbabaabd	22193038313
cbabbbaaabbbabbbbbafbaaabbbbbabaabd	22193038313
cbabbbaaabbbabbbbbebbaaabbbbbabaabd	22193038313
cbabbbaaabbbabbbbfbbbaaabbbbbabaabd	22193038313
cbabbbaaabbbabbbgabbbaaabbbbbabaabd	22193038313
cbabbbaaabbbabbgbabbbaaabbbbbabaabd	22193038313
cbabbbaaabbbabgbbabbbaaabbbbbabaabd	22193038313
cbabbbaaabbbagbbbabbbaaabbbbbabaabd	22193038313
cbabbbaaabbbfabbbabbbaaabbbbbabaabd	22193038313
cbabbbaaabbgaabbbabbbaaabbbbbabaabd	22193038313
cbabbbaaabgbaabbbabbbaaabbbbbabaabd	22193038313
cbabbbaaagbbaabbbabbbaaabbbbbabaabd	22193038313
cbabbbaafabbaabbbabbbaaabbbbbabaabd	22193038313
cbabbbaebabbaabbbabbbaaabbbbbabaabd	22193038313
cbabbbeababbaabbbabbbaaabbbbbabaabd	22193038313
cbabbfbababbaabbbabbbaaabbbbbabaabd	22193038313
cbabgabababbaabbbabbbaaabbbbbabaabd	22193038313
cbagbabababbaabbbabbbaaabbbbbabaabd	22193038313
cbfababababbaabbbabbbaaabbbbbabaabd	22193038313
cgaababababbaabbbabbbaaabbbbbabaabd	22193038313
cabaababababbaabbbabbbaaabbbbbabaabd	22193038313
cabaababababbaabbbabbbaaabbbbbabaagd	33289557470
cabaababababbaabbbabbbaaabbbbbabafad	33289557470
cabaababababbaabbbabbbaaabbbbbabebad	33289557470
cabaababababbaabbbabbbaaabbbbbafbbad	33289557470
cabaababababbaabbbabbbaaabbbbbebbbad	33289557470
cabaababababbaabbbabbbaaabbbbfbbbbad	33289557470
cabaababababbaabbbabbbaaabbbgabbbbad	33289557470
cabaababababbaabbbabbbaaabbgbabbbbad	33289557470
cabaababababbaabbbabbbaaabgbbabbbbad	33289557470
cabaababababbaabbbabbbaaagbbbabbbbad	33289557470
cabaababababbaabbbabbbaafabbbabbbbad	33289557470
cabaababababbaabbbabbbaebabbbabbbbad	33289557470
cabaababababbaabbbabbbeababbbabbbbad	33289557470
cabaababababbaabbbabbfbababbbabbbbad	33289557470
cabaababababbaabbbabgabababbbabbbbad	33289557470
cabaababababbaabbbagbabababbbabbbbad	33289557470
cabaababababbaabbbfababababbbabbbbad	33289557470
cabaababababbaabbgaababababbbabbbbad	33289557470
cabaababababbaabgbaababababbbabbbbad	33289557470
cabaababababbaagbbaababababbbabbbbad	33289557470
cabaababababbafabbaababababbbabbbbad	33289557470
cabaababababbebabbaababababbbabbbbad	33289557470
cabaababababfbbabbaababababbbabbbbad	33289557470
cabaabababagabbabbaababababbbabbbbad	33289557470
cabaabababfaabbabbaababababbbabbbbad	33289557470
cabaababagaaabbabbaababababbbabbbbad	33289557470
cabaababfaaaabbabbaababababbbabbbbad	33289557470
cabaabagaaaaabbabbaababababbbabbbbad	33289557470
cabaabfaaaaaabbabbaababababbbabbbbad	33289557470
cabaagaaaaaaabbabbaababababbbabbbbad	33289557470
cabafaaaaaaaabbabbaababababbbabbbbad	33289557470
cabebaaaaaaaabbabbaababababbbabbbbad	33289557470
cafbbaaaaaaaabbabbaababababbbabbbbad	33289557470
cebbbaaaaaaaabbabbaababababbbabbbbad	33289557470
cbbbbaaaaaaaabbabbaababababbbabbbbad	33289557470
cbbbbaaaaaaaabbabbaababababbbabbbbd	16644778735
cbbbbaaaaaaaabbabbaababababbbabbbgd	24967168103
cbbbbaaaaaaaabbabbaababababbbabbgbd	24967168103
cbbbbaaaaaaaabbabbaababababbbabgbbd	24967168103
cbbbbaaaaaaaabbabbaababababbbagbbbd	24967168103
cbbbbaaaaaaaabbabbaababababbbfabbbd	24967168103
cbbbbaaaaaaaabbabbaababababbgaabbbd	24967168103
cbbbbaaaaaaaabbabbaababababgbaabbbd	24967168103
cbbbbaaaaaaaabbabbaabababagbbaabbbd	24967168103
cbbbbaaaaaaaabbabbaabababfabbaabbbd	24967168103
cbbbbaaaaaaaabbabbaababagaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbaababfaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbaabagaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbaabfaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbaagaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbafaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabbebaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbabfbbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbagabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabbfaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaabgaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaaagbaaabbaaaaaaabbaabbbd	24967168103
